question,answer
"selamat pagi dok, saya perepmpuan 24 tahun yg sudah menikah.. saya saat ini sedang hamil 10 minggu tapi saya dinyatakan mengalami keguguran oleh dokter saya dok.. saya disarankan untuk kuret dok, apa setiap orng di hruskan kuret kalau mereka keguguran soalnya saya takut di kuret...coz saya baca di internet ada resikonya dok kalau melakukan kuret...","keguguran diartikan sebagai berakhirnya kehamilan di usia kandungan kurang dari 20 minggu atau saat berat janin belum mencapai 500 gram.keguguran bisa terjadi secara spontan ataupun tidak. dilihat dari jaringan yang keluar saat keguguran pun, keguguran bisa terbagi lagi menjadi komplit dimana seluruh jaringan kehamilan keluar sempurna dan inkomplit dimana masih ada sebagian sisa jaringan kehamilan yang tertinggal di rahim. pada kasus terakhir inilah dokter kerap menganjurkan agar dilakukan operasi kuret dilation and curretage."
"selamat sore dok, saya sudah mengalami gatalgatal sejak beberapa bulan lalu. sudah diobati tapi tidak kunjung sembuh. awalnya saya mengalami gatal ini saat di pesantren dan gatal2 itu masih ada sampai sekarang, malah semakin gatal. bagaimana cara menghilangkannya ya dok","selamat sore, terima kasih telah bertanya di alodokter. keluhan gatal pada kulit yang dapat bertahan cukup lama, dapat disebabkan oleh sejumlah faktor berikutkondisi gigitan scabies atau kudisalergidermatitis kontakpsoriasisdalam kondisi anda yang memiliki riwayat tinggal di pesantren, penyakit kudis adalah penyakit yang memiliki persentase cukup tinggi untuk terjadi pada orang yang tinggal bersama dalam jumlah yang cukup banyak. maka jika teman anda kebetulan juga mengalami keluhan yang sama, ia juga perlu mendapatkan penanganan yang serupa agar tidak saling menulari lagi."
"assalamualaikum wr.wb dok sy mau tanya cara alami untuk memulihkan pendengaran apa ya, ini telinga sy tuli sebelah kanan, udah sekitar 23 bulan ini dok, tolong dibantu dok, makasih","waalaikumussalam warohmatullahi wabarokatuh.alo. terimakasih telah bertanya kepada alodokter.keluhan penurunan pendengaran gangguan pendengaran yang anda alami dapat disebabkan oleh berbagi hal. penyebab keluhan perlu diketahui untuk mendapatkan penanganan yang tepat. gangguan pendengaran dapat dibedakan menjadi 3gangguan pendengaran konduktif pilek rhinitis, otitis media, otitis eksterna, gangguan tuba eustcahius, perforasi membran timpani, kolesteatoma, serumen prop, benda asing, malformasi telinga, otosklerosis."
"kenalin dok saya wanita usia 28 tahun, dan saya sekarang sedang menjalani pola hidup sehat, semenjak sakit2an bulan lalu, saya mengatur pola makan dan olahraga rutin. berhubung saya baru memulai kadang banyak yang bilang cara olahraga saya salah dok. soalnya saya sepulang kerja di sore sampe malam hari langsung joging bersama teman2 kantor. yang ingin saya tanyakan kapan jam olahraga yang baik untuk olahraga","alo, terima kasih atas pertanyaannya untuk alodokter.sejatinya tidak terdapat waktu yang tepat untuk olahraga, dimana waktu kapanpun dalam melakukan olahraga masihlah baik, asalkan tidak mengganggu aktivitas lainnya seperti makan dan tidur yang cukup.oleh karena itu, olahraga boleh saja dilakukan baik pada pagi, siang, sore, ataupun malam hari, yang perlu disesuaikan dengan kepadatan pekerjaan atau aktivitas anda seharihari."
"permisi dokter, dok bayi saya abis dapet imunisasi bcg, namun, mengapa setelah imunisasi bcg muncul bisul pada bekas suntikannya ya dok trs bisulnya itu jadi luka bernanah. bahkan bayi saya sampe demam dok. ini tinggal koreng bekas imunisasi bcg bisa ilang gak ya dok","alo, selamat siangvaksin bcg merupakan vaksin wajib yang diberikan pada anak yang berfungsi memberikan perlindungan terhadap penyakit tbc atau tuberkulosis. vaksin ini diberikan sejak bayi baru lahir hingga sampai usia 1 bulan. jika lebih dari 3 bulan perlunya pemeriksaan uji tuberkulin. vaksin bcg diberikan di lengan atas yang dapat menimbulkan efek samping nyeri di area suntikan, bisul di bekas suntikan serta demam. jadi keluhan yang dialami anak bunda merupakan efek samping dari vaksin tersebut."
"selamat siang. sudah dari 4 hari lalu jika saya raba dan melihat di kaca di ujung bawah lidah saya muncul benjolan., kok ini gak ilang2 ya dok mohon beri tahu saya penyebab dan solusi untuk ilanginnya ya dokter terima kasih","salah satu pemicu munculnya benjolan di bawah lidah adalah ranula. ranula sendiri merupakan sebutan bagi tumor jinak berupa kantung berisi cairan yang asalnya dari kelenjar air liur. bukan itu saja, benjolan di bawah lidah anda mungkin juga muncul karena faktor lain, contohnya fibroma, polip, infeksi, kanker, limfadenopati, dan beragam kemungkinan lainnya.seringnya, benjolan di bawah lidah tidaklah berbahaya. meski begitu, tidak ada salahnya jika anda memastikannya dengan periksa langsung ke dokter atau dokter gigi terdekat ya.."
"dokter, sudah beberapa bulan ini di ketiak kiri saya ada benjolan. saya coba deskripsiin ya dok, jadi benjolan yg saya alami itu lunak, sedikit sakit jika saya sentuh, benjolannya juga bisa bergerak dok.. apakah itu merupakan tanda dari suatu penyakit atau seperti apa dok mohon penjelasannya, lalu bagaimana cara mengobatinya terimakasih dok","benjolan di ketiak memang membuat khawatir apalagi jika mengalami keluhan ada beberapa penyebab terjadi kondisi tersebut seperti pembengkakan kelenjar getah bening umumnya bisa terjadi akibat infeksiefek samping vaksinlipomadan lainnyauntuk lebih memastikannya diperlukan pemeriksaan lebih lanjut ke dokter secara langsung agar dapat dilakukan pemeriksaan seperti melihat, meraba benjolan sehingga dokter bisa mencurigai penyebabnya dan melakukan pemeriksaan lebih lanjut seperti cek darah dan biopsi untuk memperkuat kecurigaan dokter."
"saya mau konsul dok. jd udh berapa bulan ini di payudara saya atau sekitar payudara tuh selalu ada jamur. di payudara saya muncul ruam merah yg terasa gatal dan hilang timbul, apakah ini benar hanya tanda infeksi jamur dokter ataukah tanda penyakit berbahaya lainnya saya rada khawatir ini dok soalnya, makasi","alo, selamat siangterdapatnya ruam merah dan gatal di payudara salah satunya bisa jadi akibat infeksi jamur yang disebabkan oleh jamur candida dalam dunia medis penyakit ini disebut dengan candidiasis kulit yang paling sering terjadi area lipatan tubuh seperti lipatan pada payudara resiko penyebab terjadi infeksi ini karena cuaca yang panas dan lembab, kebiasaan jangan mengganti pakaian dalam serta kepribadian buruk. jika memang disebabkan oleh jamur maka dapat diatasi dengan obat anti jamur yang dapat anda beli bebas di apotik."
"alodokter, kenapa kuping saya sebelah kanan selalu terdengar suara kretekkretek ya dokter itu sngat menganggu ,pendengaran saya normal tpi bunyi itu menganggu banget. saya harus pakein obat apa ini dok ada gak sih obat tetes telinga yag bisa nyembuhin masalah saya. jika harus ke dokter tht di daerah saya jauh bgt dok.makasih",terdengar suara kretekkretek di salah satu sisi telinga hingga mengganggu pendengaran kemungkinan pemicunya ada banyak.
"siang dokter, saya ingin minta saran dari dokter. jadi kan kulit saya ini sensitif ya dok, mudah sekali gatal, jadi sering saya garuk hingga jadi koreng. nah ini ada nih dok, koreng saya gak ilang udah mau sebulanan.. cara mengobatinya gimana ya dok yg alami aja gitu","alo, selamat siangkoreng atau dapat disebut keropeng merupakan suatu kondisi jaringan pelindung yang terbentuk setelah kulit mengalami kerusakan, dimana saat kulit terkikis, gumpalan darah akan terbentuk dan akhirnya mengeras menjadi kerak pelindung. koreng ini muncul akibat adanya luka di kulit yang paling sering akibat garukan yang dilakukan pada kulit sehingga menyebabkan kulit terkikis atau rusak."
"hai dok, saya mau tanya. kenapa ya setiap habis mandi, cuci muka atau wudhu kulit wajah saya jadi kering, sampai terkadang rasanya seperti ketarik gitu. padahal dulunya itu kulit wajah saya tidak kering, malah cenderung berminyak. saya tdk pernah pakai sabun ke wajah padahal. penyebabnya apa ya dan bagaimana solusinya dok rasanya tdk nyaman sekali dok. terima kasih","alo, selamat siangkulit wajah kering ditandai dengan kulit wajah yang seperti tertarik, mengelupas, kasar."
"hallo dokter, saya kan pria pekerja di lapangan, saya ada masalah sama ketiak saya dok. sudah pake deodorant namun basahnya berlebih. keringat saya banyak teradang saya malu dok. mohon solusinya kirakira saya perlu produk apa ya dok untuk mengatasi ketiak basah ini.makasih","alo, terima kasih atas pertanyaannya untuk alodokter.kondisi ketiak yang basah dapat terjadi karena keringat berlebih atau yang disebut dengan hiperhidrosis dimana dapat dialami oleh seseorang karena faktor keturunan, aktivitas berlebih, atau karena memiliki penyakit tertentu."
"permisi dokter, dok saya ingin bertanya. jadi anak saya usia 1 tahun tadi abis imunisasi. apakah boleh langsung saya susui dok atau perlu nunggu beberapa saat agar obatnya masuk dulu. dan apa aja hal yang tidak boleh dilakukan setelah imunisasi dokter","terima kasih atas pertanyaannya.imunisasi merupakan suatu tindakan untuk memasukkan benda asing ke dalam tubuh yang akan membentuk antibodi sehingga bila tubuh terinfeksi terhadap suatu penyakit tubuh telah mengenali dan dapat mengatasi infeksi. imunsasi sendiri dapat dilakukan oleh dewasa maupun anak dengan berbagai jenis imunisasi. pada anak sendiri, pemberian imunisasi bergantung dari usia dimana imunisasi dapat diberikan baik melalui suntikan atau pemberian langsung contohnya imunisasi polio oral."
"halo dok, saya pelajar berusia 16 tahun. setiap menstruasi biasanya saya timbul jerawat. tapi jerawat yg muncul tidak hanya di wajah saya, ada juga yang di dada. muncul jerawat di dada saat menstruasi apakah normal bagaimana cara menghilangkannya terima kasih","jerawat sering kali muncul di wajah, namun selain di wajah jerawat juga bisa muncul di area tubuh lain salah satunya di dada. kulit dada juga memproduksi keringat dan minyak ketika keduanya bercampur dengan sel kulit mati dan tekontaminasi kuman bakteri maka akan mengalami peradangan pada kulit yaitu timbulnya jerawat. munculnya jerawat di dada bisa disebabkan oleh banyak faktor seperti penggunaan produk kosmetik tertentumemakai bra dan pakaian yang ketatpola makan tidak sehatperubahan hormonjadi hormon tetap menjadi pengaruh, baik area jerawat dimana pun."
"assalamualaikum wr.wb. salam sehat ya dokter. semenjak kehamilan saya masuk usia 2 bulan. saya kok kerap ngalamin perut begah, penuh, rasanya banyak gas yang susah di keluarin dokter. btw ini kehamilan pertama saya, dan saya masih agak awam dok. ini normal bukan sih dok untuk usia kehamilan segini minta solusi juga ya dokter. thanks","waalaikumsalam, selamat soreperut begah pada ibu hamil merupakan salah satu gangguan pencernaan yang kerap dialami. penyebab utamanya ialah peningkatakn gas dalam perut. peningkatan gas selama kehamilan yang memicu rasa begah dapat disebbakan oleh beberapa hal seperti peningkatan hormon progesteron dimana kenaikan hormon progesteron dalam tubuh dapat melemaskan jaringan otot polos do sepanjang saluran pencernaan sehingga fungsi saluran cerna cenderung melambat dalam mencerna makanan, proses pencernaan yang melambat ini dapat menghasilkan gas berlebih."
"misi dok, meti pagi. saya pengen nanya masalah pusing yg sering banget saya alami. rasa pusingnya tuh berpindah dok, tapi paling sering saya rasakan di sekitar alis saya. alis yg terasa pusing pun kayak bergantian gitu antara kanan kiri, malah kadang barengan juga. nah ini udah sekitar 3 haari rasa pusingnya saya rasakan, sebelumnya tdk sampe yg berhari begini dokter.. ada apa dgn saya dok","alo, terima kasih atas pertanyaannya untuk alodokter.sakit kepala yang sering terjadi secara berulang terutama menyebar pada area wajah, dahi, bagian atas kepala, belakang kepala, leher, dan rahang, kemungkinan bisa saja mengarah kepada salah satu jenis sakit kepala yaitu sakit kepala cluster.penyakit ini bisa dipicu dari aktivitas berlebih yang dapat menimblkan kelelahan, pola hidup tidak sehat seperti merokok atau konsumsi alkohol, atau kurangnya asupan cairan atau nutrisi tertentu."
"jadi gini dok anak saya usia 15 tahun cowo. di kulit kepalanya itu banyak ketombe, tp kalau ketombe kan kecil2 ya dok, ini besar2 dan lebar. kesannya kaya kulit kepala dia kering dan banyak kerak2nya. sudah saya kasih shampo untuk ketombe tapi gak sembuh2 jg, trs nih ya dok kalau dia keringetan itu rasanya gatal sekali katanya. minta solusi dong dokter cara menghilangkan kulit kering di kepala anak saya ini, pake obat apa ya dok","kulit kepala yang kering, berkerak, dan terasa gatal tidak hanya bisa disebabkan oleh ketombe. keluhan ini mungkin juga muncul karena faktor lain, seperti eksim, xerosis, dermatitis seboroik, tinea capitis, psoriasis, dermatitis kontak, neurodermatitis, dan banyak lagi gangguan medis lainnya.supaya jelas apa penyebabnya, anak anda baiknya diperiksakan dulu ke dokter kulit terdekat. sebab, beragam kondisi di atas bisa memerlukan penanganan berbeda, tidak bisa sembarangan."
"dear tim dokter alodokter, saya mau bertanya mengenai penyakit kulit saya yaitu urtikaria atau biduran. kulit saya sering sekali gatal hingga muncul ruam yg timbul gitu dok. saya sudah periksa ke klinik 24 jam, dikasih obat antihistamin, hilang tuh gatalnya dok. tapi setelah saya berhenti minum obatnya gatal tsb muncul kembali.. saya cek ke dokter lain dibilang kemungkinan alergi, tapi dokter juga tidak bisa memastikan alergi apa yg saya alami dok.. bagaimana ya dok menentukan perbedaan antara gatal akibat urtikaria dan alergi dok bagaimana saya memastikannya saya harus periksa kemana makasih sebelumnya dok","muncul ruam timbul disertai gatal di kulit bisa disebut sebagai urtikaria kaligata, biduran. urtikaria sendiri bisa banyak kemungkinan penyebabnya, salah satunya adalah alergi. jadi, kurang tepat jika anda bertanya perbedaan antara urtikaria dan alergi, sebab alergi merupakan salah satu penyebab tersering munculnya urtikaria.alergi sendiri terjadi karena sistem imun yang terlalu sensitif menganggap benda asing yang masuk ke dalam tubuh berbahaya, padahal sesungguhnya tidak."
"dokter, permisi mau bertanya.. istri saya lagi hamil dok, saat ini usia kehamilannya masuk 6 bulan.. barusan dia cedrita ke saya kalo belakangan ini dia merasa sakit pada daerah sekitar selangkannya dok, apakah hal ini masih normal dialami oleh ibu hamil dok","di trimester kedua dan ketiga kehamilan, berat janin dan jaringan penyokong di sekitarnya akan semakin bertambah, sehingga membuat ibu menjadi mudah kelelahan, serta merasakan tubuhnya nyeri, kram, pegal, dan muncul beragam sensasi tidak nyaman lainnya, terutama di sekitar selangkangan, perut bawah, panggul, hingga ke tungkai bawah."
"permisi alodokter, dok saya sudah beberapa hari ini merasakan perut saya penuh dan banyak anginnya. kembung dan terasa tidak nyaman dok. dada jg sesak dok. saya udah periksa ke dokter namun dokternya bilang ini asam lambung. kirakira solusinya seperti apa dok, untuk mengeluarkan angin dalam perut","perut yang terasa penuh, kembung, hingga membuat dada sesak memang paling sering disebabkan oleh masalah asam lambung, atau disebut juga dengan dispepsia. kondisi ini bisa terjadi karena pola makan tidak sehat, fluktuasi hormonal misalnya saat hamil muda, efek samping obat, stres, hingga karena penyakit tertentu, seperti gastritis, tukak peptikum, gerd, pankreatitis, batu atau juga radang empedu."
